date,respondent,respondent-name,type,type-name,timezone,timezone-description,demand,value-units
2025-06-19,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,669138,megawatthours
2025-06-19,CISO,California Independent System Operator,D,Demand,Central,Central,675724,megawatthours
2025-06-19,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,679724,megawatthours
2025-06-19,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,672219,megawatthours
2025-06-19,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,669138,megawatthours
2025-06-19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,656151,megawatthours
2025-06-19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,660109,megawatthours
2025-06-19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,662638,megawatthours
2025-06-19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,657925,megawatthours
2025-06-19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,656151,megawatthours
2025-06-19,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,623935,megawatthours
2025-06-19,CISO,California Independent System Operator,NG,Net generation,Central,Central,631350,megawatthours
2025-06-19,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,635383,megawatthours
2025-06-19,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,627969,megawatthours
2025-06-19,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,623935,megawatthours
2025-06-19,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-53313,megawatthours
2025-06-19,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-51048,megawatthours
2025-06-19,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-50972,megawatthours
2025-06-19,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-52018,megawatthours
2025-06-19,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-53313,megawatthours
2025-06-20,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,624752,megawatthours
2025-06-20,CISO,California Independent System Operator,D,Demand,Central,Central,628548,megawatthours
2025-06-20,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,630895,megawatthours
2025-06-20,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,626409,megawatthours
2025-06-20,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,624752,megawatthours
2025-06-20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,586131,megawatthours
2025-06-20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,590838,megawatthours
2025-06-20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,593884,megawatthours
2025-06-20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,588278,megawatthours
2025-06-20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,586131,megawatthours
2025-06-20,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,562160,megawatthours
2025-06-20,CISO,California Independent System Operator,NG,Net generation,Central,Central,567709,megawatthours
2025-06-20,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,571640,megawatthours
2025-06-20,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,564746,megawatthours
2025-06-20,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,562160,megawatthours
2025-06-20,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-70211,megawatthours
2025-06-20,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-68198,megawatthours
2025-06-20,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-67385,megawatthours
2025-06-20,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-69173,megawatthours
2025-06-20,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-70211,megawatthours
2025-06-21,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,562731,megawatthours
2025-06-21,CISO,California Independent System Operator,D,Demand,Central,Central,566364,megawatthours
2025-06-21,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,568782,megawatthours
2025-06-21,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,564241,megawatthours
2025-06-21,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,562731,megawatthours
2025-06-21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,498926,megawatthours
2025-06-21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,503987,megawatthours
2025-06-21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,507332,megawatthours
2025-06-21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,501100,megawatthours
2025-06-21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,498926,megawatthours
2025-06-21,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,503936,megawatthours
2025-06-21,CISO,California Independent System Operator,NG,Net generation,Central,Central,506644,megawatthours
2025-06-21,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,509182,megawatthours
2025-06-21,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,504365,megawatthours
2025-06-21,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,503936,megawatthours
2025-06-21,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-64203,megawatthours
2025-06-21,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-66570,megawatthours
2025-06-21,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-66724,megawatthours
2025-06-21,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-65320,megawatthours
2025-06-21,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-64203,megawatthours
2025-06-22,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,553248,megawatthours
2025-06-22,CISO,California Independent System Operator,D,Demand,Central,Central,551090,megawatthours
2025-06-22,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,549502,megawatthours
2025-06-22,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,552618,megawatthours
2025-06-22,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,553248,megawatthours
2025-06-22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,494240,megawatthours
2025-06-22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,493217,megawatthours
2025-06-22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,492163,megawatthours
2025-06-22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,493957,megawatthours
2025-06-22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,494240,megawatthours
2025-06-22,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,468423,megawatthours
2025-06-22,CISO,California Independent System Operator,NG,Net generation,Central,Central,466670,megawatthours
2025-06-22,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,465265,megawatthours
2025-06-22,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,468109,megawatthours
2025-06-22,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,468423,megawatthours
2025-06-22,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-86736,megawatthours
2025-06-22,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-86465,megawatthours
2025-06-22,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-86436,megawatthours
2025-06-22,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-86549,megawatthours
2025-06-22,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-86736,megawatthours
2025-06-23,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,628050,megawatthours
2025-06-23,CISO,California Independent System Operator,D,Demand,Central,Central,624700,megawatthours
2025-06-23,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,622473,megawatthours
2025-06-23,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,626455,megawatthours
2025-06-23,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,628050,megawatthours
2025-06-23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,562528,megawatthours
2025-06-23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,559026,megawatthours
2025-06-23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,556890,megawatthours
2025-06-23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,560858,megawatthours
2025-06-23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,562528,megawatthours
2025-06-23,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,548795,megawatthours
2025-06-23,CISO,California Independent System Operator,NG,Net generation,Central,Central,542222,megawatthours
2025-06-23,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,538272,megawatthours
2025-06-23,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,545517,megawatthours
2025-06-23,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,548795,megawatthours
2025-06-23,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-84702,megawatthours
2025-06-23,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-88382,megawatthours
2025-06-23,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-89756,megawatthours
2025-06-23,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-86725,megawatthours
2025-06-23,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-84702,megawatthours
2025-06-24,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,633555,megawatthours
2025-06-24,CISO,California Independent System Operator,D,Demand,Central,Central,633146,megawatthours
2025-06-24,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,633596,megawatthours
2025-06-24,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,633305,megawatthours
2025-06-24,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,633555,megawatthours
2025-06-24,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,571772,megawatthours
2025-06-24,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,571123,megawatthours
2025-06-24,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,570671,megawatthours
2025-06-24,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,571518,megawatthours
2025-06-24,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,571772,megawatthours
2025-06-24,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,579845,megawatthours
2025-06-24,CISO,California Independent System Operator,NG,Net generation,Central,Central,581932,megawatthours
2025-06-24,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,582907,megawatthours
2025-06-24,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,581277,megawatthours
2025-06-24,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,579845,megawatthours
2025-06-24,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-55167,megawatthours
2025-06-24,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-53211,megawatthours
2025-06-24,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-53090,megawatthours
2025-06-24,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-54477,megawatthours
2025-06-24,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-55167,megawatthours
2025-06-25,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,657088,megawatthours
2025-06-25,CISO,California Independent System Operator,D,Demand,Central,Central,654126,megawatthours
2025-06-25,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,651936,megawatthours
2025-06-25,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,655702,megawatthours
2025-06-25,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,657088,megawatthours
2025-06-25,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,607198,megawatthours
2025-06-25,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,605120,megawatthours
2025-06-25,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,603858,megawatthours
2025-06-25,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,606209,megawatthours
2025-06-25,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,607198,megawatthours
2025-06-25,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,555821,megawatthours
2025-06-25,CISO,California Independent System Operator,NG,Net generation,Central,Central,553531,megawatthours
2025-06-25,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,552016,megawatthours
2025-06-25,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,554541,megawatthours
2025-06-25,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,555821,megawatthours
2025-06-25,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-98693,megawatthours
2025-06-25,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-97395,megawatthours
2025-06-25,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-96637,megawatthours
2025-06-25,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-97568,megawatthours
2025-06-25,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-98693,megawatthours
2025-06-26,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,673576,megawatthours
2025-06-26,CISO,California Independent System Operator,D,Demand,Central,Central,672831,megawatthours
2025-06-26,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,672316,megawatthours
2025-06-26,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,673205,megawatthours
2025-06-26,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,673576,megawatthours
2025-06-26,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,625863,megawatthours
2025-06-26,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,624741,megawatthours
2025-06-26,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,624027,megawatthours
2025-06-26,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,625357,megawatthours
2025-06-26,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,625863,megawatthours
2025-06-26,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,573158,megawatthours
2025-06-26,CISO,California Independent System Operator,NG,Net generation,Central,Central,572508,megawatthours
2025-06-26,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,572097,megawatthours
2025-06-26,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,572916,megawatthours
2025-06-26,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,573158,megawatthours
2025-06-26,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-98832,megawatthours
2025-06-26,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-98635,megawatthours
2025-06-26,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-98496,megawatthours
2025-06-26,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-98909,megawatthours
2025-06-26,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-98832,megawatthours
2025-06-27,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,692791,megawatthours
2025-06-27,CISO,California Independent System Operator,D,Demand,Central,Central,691203,megawatthours
2025-06-27,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,689917,megawatthours
2025-06-27,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,692186,megawatthours
2025-06-27,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,692791,megawatthours
2025-06-27,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,661972,megawatthours
2025-06-27,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,659119,megawatthours
2025-06-27,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,657275,megawatthours
2025-06-27,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,660711,megawatthours
2025-06-27,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,661972,megawatthours
2025-06-27,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,582325,megawatthours
2025-06-27,CISO,California Independent System Operator,NG,Net generation,Central,Central,581255,megawatthours
2025-06-27,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,580763,megawatthours
2025-06-27,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,581798,megawatthours
2025-06-27,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,582325,megawatthours
2025-06-27,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-109275,megawatthours
2025-06-27,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-108850,megawatthours
2025-06-27,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-108105,megawatthours
2025-06-27,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-109230,megawatthours
2025-06-27,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-109275,megawatthours
2025-06-28,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,675278,megawatthours
2025-06-28,CISO,California Independent System Operator,D,Demand,Central,Central,675564,megawatthours
2025-06-28,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,675537,megawatthours
2025-06-28,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,675385,megawatthours
2025-06-28,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,675278,megawatthours
2025-06-28,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,621994,megawatthours
2025-06-28,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,623334,megawatthours
2025-06-28,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,624507,megawatthours
2025-06-28,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,622492,megawatthours
2025-06-28,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,621994,megawatthours
2025-06-28,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,588452,megawatthours
2025-06-28,CISO,California Independent System Operator,NG,Net generation,Central,Central,587763,megawatthours
2025-06-28,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,587582,megawatthours
2025-06-28,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,587705,megawatthours
2025-06-28,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,588452,megawatthours
2025-06-28,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-88737,megawatthours
2025-06-28,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-90863,megawatthours
2025-06-28,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-91322,megawatthours
2025-06-28,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-89810,megawatthours
2025-06-28,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-88737,megawatthours
2025-06-29,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,657519,megawatthours
2025-06-29,CISO,California Independent System Operator,D,Demand,Central,Central,658235,megawatthours
2025-06-29,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,658779,megawatthours
2025-06-29,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,657836,megawatthours
2025-06-29,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,657519,megawatthours
2025-06-29,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,612959,megawatthours
2025-06-29,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,613274,megawatthours
2025-06-29,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,613088,megawatthours
2025-06-29,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,613263,megawatthours
2025-06-29,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,612959,megawatthours
2025-06-29,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,621906,megawatthours
2025-06-29,CISO,California Independent System Operator,NG,Net generation,Central,Central,616768,megawatthours
2025-06-29,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,614352,megawatthours
2025-06-29,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,619435,megawatthours
2025-06-29,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,621906,megawatthours
2025-06-29,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-33686,megawatthours
2025-06-29,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-38557,megawatthours
2025-06-29,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-41523,megawatthours
2025-06-29,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-35941,megawatthours
2025-06-29,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-33686,megawatthours
2025-06-30,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,704726,megawatthours
2025-06-30,CISO,California Independent System Operator,D,Demand,Central,Central,701918,megawatthours
2025-06-30,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,700220,megawatthours
2025-06-30,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,703407,megawatthours
2025-06-30,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,704726,megawatthours
2025-06-30,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,668642,megawatthours
2025-06-30,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,666715,megawatthours
2025-06-30,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,665459,megawatthours
2025-06-30,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,667745,megawatthours
2025-06-30,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,668642,megawatthours
2025-06-30,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,694991,megawatthours
2025-06-30,CISO,California Independent System Operator,NG,Net generation,Central,Central,691251,megawatthours
2025-06-30,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,688404,megawatthours
2025-06-30,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,693183,megawatthours
2025-06-30,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,694991,megawatthours
2025-06-30,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-9690,megawatthours
2025-06-30,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-10836,megawatthours
2025-06-30,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-11366,megawatthours
2025-06-30,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-10210,megawatthours
2025-06-30,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-9690,megawatthours
2025-07-01,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,695650,megawatthours
2025-07-01,CISO,California Independent System Operator,D,Demand,Central,Central,695885,megawatthours
2025-07-01,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,696384,megawatthours
2025-07-01,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,695771,megawatthours
2025-07-01,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,695650,megawatthours
2025-07-01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,658012,megawatthours
2025-07-01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,658288,megawatthours
2025-07-01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,658521,megawatthours
2025-07-01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,658113,megawatthours
2025-07-01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,658012,megawatthours
2025-07-01,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,654239,megawatthours
2025-07-01,CISO,California Independent System Operator,NG,Net generation,Central,Central,659407,megawatthours
2025-07-01,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,662709,megawatthours
2025-07-01,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,656832,megawatthours
2025-07-01,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,654239,megawatthours
2025-07-01,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-38208,megawatthours
2025-07-01,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-34570,megawatthours
2025-07-01,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-32311,megawatthours
2025-07-01,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-36632,megawatthours
2025-07-01,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-38208,megawatthours
2025-07-02,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,691905,megawatthours
2025-07-02,CISO,California Independent System Operator,D,Demand,Central,Central,693448,megawatthours
2025-07-02,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,694418,megawatthours
2025-07-02,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,692498,megawatthours
2025-07-02,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,691905,megawatthours
2025-07-02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,655211,megawatthours
2025-07-02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,655681,megawatthours
2025-07-02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,656115,megawatthours
2025-07-02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,655405,megawatthours
2025-07-02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,655211,megawatthours
2025-07-02,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,591731,megawatthours
2025-07-02,CISO,California Independent System Operator,NG,Net generation,Central,Central,597196,megawatthours
2025-07-02,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,599915,megawatthours
2025-07-02,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,594663,megawatthours
2025-07-02,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,591731,megawatthours
2025-07-02,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-97700,megawatthours
2025-07-02,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-92324,megawatthours
2025-07-02,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-90664,megawatthours
2025-07-02,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-94911,megawatthours
2025-07-02,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-97700,megawatthours
2025-07-03,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,681238,megawatthours
2025-07-03,CISO,California Independent System Operator,D,Demand,Central,Central,684149,megawatthours
2025-07-03,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,685992,megawatthours
2025-07-03,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,682497,megawatthours
2025-07-03,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,681238,megawatthours
2025-07-03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,647936,megawatthours
2025-07-03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,648682,megawatthours
2025-07-03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,649090,megawatthours
2025-07-03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,648282,megawatthours
2025-07-03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,647936,megawatthours
2025-07-03,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,583362,megawatthours
