date,respondent,respondent-name,type,type-name,timezone,timezone-description,demand,value-units
2025-05-26,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,495166,megawatthours
2025-05-26,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,497195,megawatthours
2025-05-26,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,497910,megawatthours
2025-05-26,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,508961,megawatthours
2025-05-26,CISO,California Independent System Operator,NG,Net generation,Central,Central,505136,megawatthours
2025-05-26,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,503193,megawatthours
2025-05-26,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,506878,megawatthours
2025-05-26,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,508961,megawatthours
2025-05-26,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-38200,megawatthours
2025-05-26,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-39614,megawatthours
2025-05-26,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-39686,megawatthours
2025-05-26,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-38857,megawatthours
2025-05-26,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-38200,megawatthours
2025-05-27,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,591913,megawatthours
2025-05-27,CISO,California Independent System Operator,D,Demand,Central,Central,587886,megawatthours
2025-05-27,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,585414,megawatthours
2025-05-27,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,590102,megawatthours
2025-05-27,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,591913,megawatthours
2025-05-27,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,541909,megawatthours
2025-05-27,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,540349,megawatthours
2025-05-27,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,539127,megawatthours
2025-05-27,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,541177,megawatthours
2025-05-27,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,541909,megawatthours
2025-05-27,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,556174,megawatthours
2025-05-27,CISO,California Independent System Operator,NG,Net generation,Central,Central,550635,megawatthours
2025-05-27,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,547204,megawatthours
2025-05-27,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,553748,megawatthours
2025-05-27,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,556174,megawatthours
2025-05-27,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-37624,megawatthours
2025-05-27,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-38009,megawatthours
2025-05-27,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-39122,megawatthours
2025-05-27,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-37268,megawatthours
2025-05-27,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-37624,megawatthours
2025-05-28,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,615414,megawatthours
2025-05-28,CISO,California Independent System Operator,D,Demand,Central,Central,616610,megawatthours
2025-05-28,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,617479,megawatthours
2025-05-28,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,615860,megawatthours
2025-05-28,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,615414,megawatthours
2025-05-28,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,560315,megawatthours
2025-05-28,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,559205,megawatthours
2025-05-28,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,558756,megawatthours
2025-05-28,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,559782,megawatthours
2025-05-28,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,560315,megawatthours
2025-05-28,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,571063,megawatthours
2025-05-28,CISO,California Independent System Operator,NG,Net generation,Central,Central,571608,megawatthours
2025-05-28,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,571804,megawatthours
2025-05-28,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,571128,megawatthours
2025-05-28,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,571063,megawatthours
2025-05-28,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-45663,megawatthours
2025-05-28,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-46104,megawatthours
2025-05-28,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-46062,megawatthours
2025-05-28,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-45960,megawatthours
2025-05-28,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-45663,megawatthours
2025-05-29,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,630318,megawatthours
2025-05-29,CISO,California Independent System Operator,D,Demand,Central,Central,626966,megawatthours
2025-05-29,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,624979,megawatthours
2025-05-29,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,628736,megawatthours
2025-05-29,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,630318,megawatthours
2025-05-29,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,589146,megawatthours
2025-05-29,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,584937,megawatthours
2025-05-29,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,582577,megawatthours
2025-05-29,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,587202,megawatthours
2025-05-29,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,589146,megawatthours
2025-05-29,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,551986,megawatthours
2025-05-29,CISO,California Independent System Operator,NG,Net generation,Central,Central,551729,megawatthours
2025-05-29,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,552246,megawatthours
2025-05-29,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,551856,megawatthours
2025-05-29,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,551986,megawatthours
2025-05-29,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-81993,megawatthours
2025-05-29,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-79221,megawatthours
2025-05-29,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-77224,megawatthours
2025-05-29,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-81039,megawatthours
2025-05-29,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-81993,megawatthours
2025-05-30,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,697980,megawatthours
2025-05-30,CISO,California Independent System Operator,D,Demand,Central,Central,691189,megawatthours
2025-05-30,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,687231,megawatthours
2025-05-30,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,694720,megawatthours
2025-05-30,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,697980,megawatthours
2025-05-30,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,670296,megawatthours
2025-05-30,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,664946,megawatthours
2025-05-30,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,661689,megawatthours
2025-05-30,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,667791,megawatthours
2025-05-30,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,670296,megawatthours
2025-05-30,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,624935,megawatthours
2025-05-30,CISO,California Independent System Operator,NG,Net generation,Central,Central,615558,megawatthours
2025-05-30,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,609904,megawatthours
2025-05-30,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,619918,megawatthours
2025-05-30,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,624935,megawatthours
2025-05-30,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-79861,megawatthours
2025-05-30,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-82968,megawatthours
2025-05-30,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-83761,megawatthours
2025-05-30,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-81407,megawatthours
2025-05-30,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-79861,megawatthours
2025-05-31,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,691130,megawatthours
2025-05-31,CISO,California Independent System Operator,D,Demand,Central,Central,693425,megawatthours
2025-05-31,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,694486,megawatthours
2025-05-31,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,692346,megawatthours
2025-05-31,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,691130,megawatthours
2025-05-31,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,642650,megawatthours
2025-05-31,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,644602,megawatthours
2025-05-31,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,645925,megawatthours
2025-05-31,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,643469,megawatthours
2025-05-31,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,642650,megawatthours
2025-05-31,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,593614,megawatthours
2025-05-31,CISO,California Independent System Operator,NG,Net generation,Central,Central,598751,megawatthours
2025-05-31,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,601981,megawatthours
2025-05-31,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,595900,megawatthours
2025-05-31,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,593614,megawatthours
2025-05-31,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-98309,megawatthours
2025-05-31,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-96794,megawatthours
2025-05-31,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-95235,megawatthours
2025-05-31,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-97583,megawatthours
2025-05-31,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-98309,megawatthours
2025-06-01,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,627001,megawatthours
2025-06-01,CISO,California Independent System Operator,D,Demand,Central,Central,633751,megawatthours
2025-06-01,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,637495,megawatthours
2025-06-01,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,630261,megawatthours
2025-06-01,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,627001,megawatthours
2025-06-01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,575001,megawatthours
2025-06-01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,582128,megawatthours
2025-06-01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,586317,megawatthours
2025-06-01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,578376,megawatthours
2025-06-01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,575001,megawatthours
2025-06-01,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,527205,megawatthours
2025-06-01,CISO,California Independent System Operator,NG,Net generation,Central,Central,536197,megawatthours
2025-06-01,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,540272,megawatthours
2025-06-01,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,532427,megawatthours
2025-06-01,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,527205,megawatthours
2025-06-01,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-95616,megawatthours
2025-06-01,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-93108,megawatthours
2025-06-01,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-93529,megawatthours
2025-06-01,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-94244,megawatthours
2025-06-01,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-95616,megawatthours
2025-06-02,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,641555,megawatthours
2025-06-02,CISO,California Independent System Operator,D,Demand,Central,Central,639358,megawatthours
2025-06-02,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,638402,megawatthours
2025-06-02,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,640417,megawatthours
2025-06-02,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,641555,megawatthours
2025-06-02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,597191,megawatthours
2025-06-02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,595872,megawatthours
2025-06-02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,594621,megawatthours
2025-06-02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,596645,megawatthours
2025-06-02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,597191,megawatthours
2025-06-02,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,554338,megawatthours
2025-06-02,CISO,California Independent System Operator,NG,Net generation,Central,Central,549341,megawatthours
2025-06-02,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,547418,megawatthours
2025-06-02,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,551705,megawatthours
2025-06-02,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,554338,megawatthours
2025-06-02,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-92371,megawatthours
2025-06-02,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-93704,megawatthours
2025-06-02,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-94684,megawatthours
2025-06-02,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-92682,megawatthours
2025-06-02,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-92371,megawatthours
2025-06-03,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,643073,megawatthours
2025-06-03,CISO,California Independent System Operator,D,Demand,Central,Central,644849,megawatthours
2025-06-03,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,646301,megawatthours
2025-06-03,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,643875,megawatthours
2025-06-03,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,643073,megawatthours
2025-06-03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,599613,megawatthours
2025-06-03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,598939,megawatthours
2025-06-03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,598710,megawatthours
2025-06-03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,599294,megawatthours
2025-06-03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,599613,megawatthours
2025-06-03,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,537612,megawatthours
2025-06-03,CISO,California Independent System Operator,NG,Net generation,Central,Central,538116,megawatthours
2025-06-03,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,539334,megawatthours
2025-06-03,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,537914,megawatthours
2025-06-03,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,537612,megawatthours
2025-06-03,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-109588,megawatthours
2025-06-03,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-110637,megawatthours
2025-06-03,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-111118,megawatthours
2025-06-03,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-110378,megawatthours
2025-06-03,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-109588,megawatthours
2025-06-04,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,652446,megawatthours
2025-06-04,CISO,California Independent System Operator,D,Demand,Central,Central,651332,megawatthours
2025-06-04,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,650223,megawatthours
2025-06-04,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,651873,megawatthours
2025-06-04,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,652446,megawatthours
2025-06-04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,601331,megawatthours
2025-06-04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,602087,megawatthours
2025-06-04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,602671,megawatthours
2025-06-04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,601643,megawatthours
2025-06-04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,601331,megawatthours
2025-06-04,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,569812,megawatthours
2025-06-04,CISO,California Independent System Operator,NG,Net generation,Central,Central,568802,megawatthours
2025-06-04,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,567269,megawatthours
2025-06-04,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,569447,megawatthours
2025-06-04,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,569812,megawatthours
2025-06-04,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-85254,megawatthours
2025-06-04,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-85264,megawatthours
2025-06-04,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-85693,megawatthours
2025-06-04,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-85235,megawatthours
2025-06-04,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-85254,megawatthours
2025-06-05,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,652514,megawatthours
2025-06-05,CISO,California Independent System Operator,D,Demand,Central,Central,652712,megawatthours
2025-06-05,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,653368,megawatthours
2025-06-05,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,652474,megawatthours
2025-06-05,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,652514,megawatthours
2025-06-05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,607263,megawatthours
2025-06-05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,606095,megawatthours
2025-06-05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,605628,megawatthours
2025-06-05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,606690,megawatthours
2025-06-05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,607263,megawatthours
2025-06-05,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,588316,megawatthours
2025-06-05,CISO,California Independent System Operator,NG,Net generation,Central,Central,586328,megawatthours
2025-06-05,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,585149,megawatthours
2025-06-05,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,587817,megawatthours
2025-06-05,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,588316,megawatthours
2025-06-05,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-64580,megawatthours
2025-06-05,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-66582,megawatthours
2025-06-05,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-68161,megawatthours
2025-06-05,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-65807,megawatthours
2025-06-05,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-64580,megawatthours
2025-06-06,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,646847,megawatthours
2025-06-06,CISO,California Independent System Operator,D,Demand,Central,Central,646883,megawatthours
2025-06-06,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,646850,megawatthours
2025-06-06,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,646800,megawatthours
2025-06-06,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,646847,megawatthours
2025-06-06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,611131,megawatthours
2025-06-06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,610805,megawatthours
2025-06-06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,610741,megawatthours
2025-06-06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,611001,megawatthours
2025-06-06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,611131,megawatthours
2025-06-06,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,562889,megawatthours
2025-06-06,CISO,California Independent System Operator,NG,Net generation,Central,Central,566931,megawatthours
2025-06-06,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,568579,megawatthours
2025-06-06,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,564632,megawatthours
2025-06-06,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,562889,megawatthours
2025-06-06,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-83901,megawatthours
2025-06-06,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-80259,megawatthours
2025-06-06,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-78172,megawatthours
2025-06-06,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-82257,megawatthours
2025-06-06,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-83901,megawatthours
2025-06-07,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,609031,megawatthours
2025-06-07,CISO,California Independent System Operator,D,Demand,Central,Central,611163,megawatthours
2025-06-07,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,612335,megawatthours
2025-06-07,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,610109,megawatthours
2025-06-07,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,609031,megawatthours
2025-06-07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,578451,megawatthours
2025-06-07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,579157,megawatthours
2025-06-07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,579911,megawatthours
2025-06-07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,578616,megawatthours
2025-06-07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,578451,megawatthours
2025-06-07,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,547690,megawatthours
2025-06-07,CISO,California Independent System Operator,NG,Net generation,Central,Central,545872,megawatthours
2025-06-07,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,545404,megawatthours
2025-06-07,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,546684,megawatthours
2025-06-07,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,547690,megawatthours
2025-06-07,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-64540,megawatthours
2025-06-07,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-67230,megawatthours
2025-06-07,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-68696,megawatthours
2025-06-07,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-65477,megawatthours
2025-06-07,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-64540,megawatthours
2025-06-08,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,588501,megawatthours
2025-06-08,CISO,California Independent System Operator,D,Demand,Central,Central,588664,megawatthours
2025-06-08,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,588286,megawatthours
2025-06-08,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,588851,megawatthours
2025-06-08,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,588501,megawatthours
2025-06-08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,562774,megawatthours
2025-06-08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,563715,megawatthours
2025-06-08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,563597,megawatthours
2025-06-08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,563377,megawatthours
2025-06-08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,562774,megawatthours
2025-06-08,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,578229,megawatthours
2025-06-08,CISO,California Independent System Operator,NG,Net generation,Central,Central,572221,megawatthours
2025-06-08,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,568369,megawatthours
2025-06-08,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,575381,megawatthours
2025-06-08,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,578229,megawatthours
2025-06-08,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-13594,megawatthours
2025-06-08,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-20021,megawatthours
2025-06-08,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-23024,megawatthours
2025-06-08,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-16966,megawatthours
2025-06-08,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-13594,megawatthours
2025-06-09,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,653420,megawatthours
2025-06-09,CISO,California Independent System Operator,D,Demand,Central,Central,648840,megawatthours
2025-06-09,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,646258,megawatthours
2025-06-09,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,651250,megawatthours
2025-06-09,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,653420,megawatthours
2025-06-09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,631051,megawatthours
2025-06-09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Central,Central,627191,megawatthours
2025-06-09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,624900,megawatthours
2025-06-09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,629205,megawatthours
2025-06-09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,631051,megawatthours
2025-06-09,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,654492,megawatthours
2025-06-09,CISO,California Independent System Operator,NG,Net generation,Central,Central,651969,megawatthours
2025-06-09,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,650110,megawatthours
2025-06-09,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,652985,megawatthours
2025-06-09,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,654492,megawatthours
2025-06-09,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-3679,megawatthours
2025-06-09,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-3154,megawatthours
2025-06-09,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-1992,megawatthours
